Code,Year,Fossil fuels per capita (kWh),Renewables per capita (kWh - equivalent),Primary energy consumption per capita (kWh/person)
SVK,2010,27511.668,3026.0327,37938.45
SVK,2011,26118.996,2546.7688,36463.934
SVK,2012,24453.107,2804.9126,34997.074
SVK,2013,24807.424,3223.8616,35842.93
SVK,2014,22412.264,3295.007,33433.38
SVK,2015,22944.652,3251.3113,33731.168
SVK,2016,23170.662,3383.3254,33843.6
SVK,2017,24957.248,3361.386,35711.28
SVK,2018,24868.1,2983.268,35080.094
SVK,2019,23096.76,3383.814,33892.78
SVK,2020,22211.883,3473.7664,33144.223
SVK,2021,25023.344,3554.8606,36195.938
SVN,1990,23861.092,4427.972,34892.688
SVN,1991,22459.18,5361.7563,34882.64
SVN,1992,21840.34,5082.8857,32581.604
SVN,1993,23326.154,4505.965,33468.152
SVN,1994,24013.035,5046.9688,35627.117
SVN,1995,25775.031,4829.5195,37415.05
SVN,1996,27311.035,5448.5327,39262.27
SVN,1997,28419.832,4593.382,40170.348
SVN,1998,28020.502,5130.855,40314.047
SVN,1999,27613.363,5616.145,39938.07
SVN,2000,26989.494,5825.895,39623.406
SVN,2001,28243.172,5741.1074,41459.707
SVN,2002,28378.512,5038.7437,41222.293
SVN,2003,28529.527,4506.4126,40319.902
SVN,2004,28996.533,6103.2866,42659.85
SVN,2005,29308.92,5118.4756,42491.914
SVN,2006,29907.23,5231.425,42687.344
SVN,2007,29796.855,4728.577,42242.934
SVN,2008,31571.484,6009.0103,46037.574
SVN,2009,27855.791,6743.766,42289.82
SVN,2010,28090.873,6455.8706,42123.36
SVN,2011,27333.04,5235.081,40734.336
SVN,2012,26399.1,5794.0767,39508.95
SVN,2013,25231.627,6777.7227,39029.035
SVN,2014,23073.502,8693.18,39987.75
SVN,2015,23079.83,5700.1284,35959.715
SVN,2016,24588.87,6549.686,38266.707
SVN,2017,25020.234,5720.377,38524.098
SVN,2018,25150.877,6651.3994,39165.715
SVN,2019,24055.762,6361.1333,37905.92
SVN,2020,21470.514,7001.692,36542.867
SVN,2021,21412.402,6640.8335,35382.957
ZAF,1965,18456.01,5.702167,18461.71
ZAF,1966,18005.387,5.379125,18010.766
ZAF,1967,18180.576,3.7667365,18184.344
ZAF,1968,18604.604,3.371304,18607.977
ZAF,1969,18579.463,2.861042,18582.324
ZAF,1970,18839.332,3.3048868,18842.637
ZAF,1971,19698.943,14.379589,19713.326
ZAF,1972,19687.447,104.062614,19791.508
ZAF,1973,20575.9,119.45587,20695.357
ZAF,1974,20566.531,133.48128,20700.016
ZAF,1975,21339.766,128.47514,21468.244
ZAF,1976,21603.023,209.48828,21812.514
ZAF,1977,21544.672,211.33899,21756.012
ZAF,1978,20769.371,201.79962,20971.174
ZAF,1979,20967.867,117.87971,21085.744
ZAF,1980,21821.23,99.55806,21920.79
ZAF,1981,24709.723,161.67677,24871.4
ZAF,1982,25971.902,96.8429,26068.746
ZAF,1983,25661.047,55.214146,25716.26
ZAF,1984,26938.564,50.53416,27328.979
ZAF,1985,26594.094,54.666645,27095.58
ZAF,1986,25859.492,137.60007,26713.27
ZAF,1987,25586.592,132.3793,26203.447
ZAF,1988,26827.29,250.0411,27873.56
ZAF,1989,24724.65,210.98036,25750.08
ZAF,1990,25144.668,74.89321,25820.756
ZAF,1991,24209.82,143.11172,24987.143
ZAF,1992,23909.041,53.247498,24593.38
ZAF,1993,23615.041,10.152053,24109.285
ZAF,1994,24004.305,73.39853,24713.633
ZAF,1995,24641.549,35.562317,25406.133
ZAF,1996,24680.236,91.61784,25519.963
ZAF,1997,24798.572,146.89357,25737.912
ZAF,1998,24011.482,118.94305,24972.107
ZAF,1999,24685.686,59.865356,25531.176
ZAF,2000,24430.244,102.693565,25321.52
ZAF,2001,24452.41,136.31848,25228.533
ZAF,2002,23487.709,159.21477,24361.893
ZAF,2003,25328.736,78.18458,26150.762
ZAF,2004,27414.535,83.11508,28271.898
ZAF,2005,25767.262,107.19878,26512.438
ZAF,2006,26044.467,194.50526,26793.564
ZAF,2007,26424.736,191.37288,27245.98
ZAF,2008,28061.379,101.16634,28867.484
ZAF,2009,27612.783,110.14932,28399.521
ZAF,2010,27459.795,88.98834,28247.576
ZAF,2011,26700.18,192.41365,27552.766
ZAF,2012,26033.484,84.278275,26770.203
ZAF,2013,25731.957,98.316505,26525.145
ZAF,2014,25532.44,216.07524,26411.895
ZAF,2015,24442.797,310.19543,25328.998
ZAF,2016,25140.072,425.65842,26258.73
ZAF,2017,24791.625,627.23694,26067.682
ZAF,2018,23643.217,660.2805,24830.44
ZAF,2019,24364.344,678.33795,25646.666
ZAF,2020,22046.176,737.05096,23396.617
ZAF,2021,22034.127,793.6649,23284.135
KOR,1965,2492.0432,71.99341,2564.0369
KOR,1966,2944.369,97.6461,3042.0151
KOR,1967,3322.3315,92.287506,3414.6191
KOR,1968,3739.1138,88.008415,3827.1223
KOR,1969,4390.4287,132.36688,4522.796
KOR,1970,5026.0884,110.718475,5136.8066
KOR,1971,5325.794,117.25279,5443.0474
KOR,1972,5409.7847,119.06297,5528.8477
KOR,1973,6593.798,109.58396,6703.382
KOR,1974,6680.0254,159.56136,6839.5864
KOR,1975,7253.4375,138.49014,7391.927
KOR,1976,8005.2363,145.0791,8150.316
KOR,1977,9138.883,111.57245,9255.949
KOR,1978,9932.099,143.17789,10251.956
KOR,1979,11272.966,179.91832,11689.877
KOR,1980,11487.587,148.76746,11894.838
KOR,1981,11861.972,198.32205,12272.545
KOR,1982,11667.991,128.72755,12068.729
KOR,1983,12104.301,169.36989,12908.779
KOR,1984,12919.016,145.29892,13887.152
KOR,1985,13756.956,228.40878,15137.731
KOR,1986,14612.757,219.95132,16754.164
KOR,1987,15403.921,276.5119,18311.111
KOR,1988,17377.71,136.69305,20161.307
KOR,1989,18340.68,201.1688,21626.703
KOR,1990,20446.873,313.99158,24162.186
KOR,1991,23276.723,231.77666,27100.135
KOR,1992,26622.979,205.01738,30416.184
KOR,1993,29234.79,278.40826,33184.633
KOR,1994,31763.111,153.79407,35601.617
KOR,1995,34317.3,197.49626,38704.72
KOR,1996,37717.973,185.37202,42497.312
KOR,1997,41421.023,186.71225,46366.664
KOR,1998,36353.8,277.9896,42134.332
KOR,1999,39090.664,271.00803,45648.047
KOR,2000,41132.965,260.1775,48001.297
KOR,2001,42002.22,152.5755,48871.348
KOR,2002,43583.99,212.83173,50846.504
KOR,2003,44332.688,312.6541,52236.246
KOR,2004,45389.395,284.681,53247.426
KOR,2005,46194.508,248.83391,54864.957
KOR,2006,46876.945,250.2582,55579.97
KOR,2007,48709.79,287.66,57040.523
KOR,2008,49058.227,305.82794,57774.65
KOR,2009,49385.723,329.89053,57865.92
KOR,2010,53701.28,573.64764,62382.902
KOR,2011,55819.637,814.6152,64964.19
KOR,2012,56333.61,839.3424,65141.93
KOR,2013,56551.547,981.75604,64778.305
KOR,2014,55607.12,1142.9858,64792.36
KOR,2015,55760.832,1244.4308,65354.676
KOR,2016,57372.63,1354.6749,66837.72
KOR,2017,58324.03,1635.9628,67318.46
KOR,2018,59707.29,1871.0632,68137.32
KOR,2019,57962.88,1999.2008,67086.52
KOR,2020,54416.52,2018.3875,64221.457
KOR,2021,57231.395,2510.5327,67397.11
ESP,1965,8694.327,1812.8492,10507.177
ESP,1966,9278.496,2482.9321,11761.427
ESP,1967,10499.889,2041.691,12541.58
ESP,1968,10877.414,2174.919,13059.436
ESP,1969,11868.494,2702.8484,14641.603
ESP,1970,13135.114,2434.6003,15647.218
ESP,1971,14085.702,2761.077,17056.516
ESP,1972,14805.233,3044.347,18240.164
ESP,1973,16762.924,2454.893,19749.98
ESP,1974,17161.668,2563.043,20304.824
ESP,1975,17840.617,2165.372,20604.588
ESP,1976,19463.383,1729.2264,21785.803
ESP,1977,18612.014,3236.2637,22355.273
ESP,1978,18388.348,3255.9087,22232.996
ESP,1979,19515.031,3710.6887,23736.928
ESP,1980,20905.082,2361.4478,23659.023
ESP,1981,21209.242,1754.1875,23682.451
ESP,1982,20786.004,2090.8533,23532.107
ESP,1983,21036.48,2142.149,23971.162
ESP,1984,20068.504,2474.6606,24252.191
ESP,1985,19449.035,2455.4468,23972.883
ESP,1986,19573.174,2074.5842,24401.98
ESP,1987,20067.078,2139.0217,25232.549
ESP,1988,19860.305,2742.7969,26295.514
ESP,1989,21880.924,1521.7036,27502.225
ESP,1990,21543.645,1978.3612,27481.553
ESP,1991,22215.705,2114.7183,28374.406
ESP,1992,24048.006,1482.3126,29567.898
ESP,1993,22529.621,1884.8153,28449.67
ESP,1994,23516.85,2168.2666,29646.164
ESP,1995,24856.314,1818.7313,30627.23
ESP,1996,24613.867,3056.846,31666.996
ESP,1997,26625.037,2731.2285,33261.41
ESP,1998,27847.9,2712.4753,34707.64
ESP,1999,29486.217,2004.6566,35609.875
ESP,2000,30535.486,2627.7854,37495.703
ESP,2001,31044.197,3575.7046,39003.945
ESP,2002,32173.016,2510.0771,38938.44
ESP,2003,32396.264,3944.3687,40418.156
ESP,2004,33615.195,3476.4563,41185.832
ESP,2005,34336.613,2823.3337,40779.03
ESP,2006,33584.785,3401.3733,40681.79
ESP,2007,33813.094,3700.0454,40817.645
ESP,2008,31721.74,3886.6165,39067.87
ESP,2009,28308.73,4546.2485,35904.375
ESP,2010,27043.629,6146.9863,36714.203
ESP,2011,27075.5,5555.1284,35901.07
ESP,2012,26552.605,5669.7056,35681.477
ESP,2013,24056.312,6768.037,34008.008
ESP,2014,23546.793,6725.293,33478.24
ESP,2015,24792.17,5938.7217,33920.24
ESP,2016,24605.465,6366.9175,34212.625
ESP,2017,25921.191,5413.633,34520.547
ESP,2018,25582.371,6378.188,34986.293
ESP,2019,24770.283,5866.932,33764.863
ESP,2020,20571.959,6717.281,30391.29
ESP,2021,22413.182,7307.643,32708.59
LKA,1965,849.508,97.80506,947.3131
LKA,1966,849.6954,104.41304,954.10846
LKA,1967,849.9096,104.7761,954.68567
LKA,1968,850.97955,118.31131,969.2909
LKA,1969,850.1798,133.95155,984.1314
LKA,1970,1418.5851,176.6971,1595.2822
LKA,1971,1397.912,192.89299,1590.805
LKA,1972,1441.1462,193.95825,1635.1046
LKA,1973,1503.2219,156.2049,1659.4269
LKA,1974,1178.4244,219.8414,1398.2659
LKA,1975,1199.7462,233.00333,1432.7495
LKA,1976,1147.9054,235.85472,1383.7594
LKA,1977,1207.05,253.51186,1460.5619
LKA,1978,1224.2784,280.2765,1504.555
LKA,1979,1259.3357,294.44217,1553.7783
LKA,1980,1247.1377,292.87634,1540.0143
LKA,1981,1284.0114,305.75882,1589.77
LKA,1982,1378.1842,307.90408,1686.0884
LKA,1983,1409.7102,229.85976,1639.57
LKA,1984,1324.8267,389.76736,1714.594
LKA,1985,1156.5844,440.19476,1596.7792
LKA,1986,1178.2014,479.31934,1657.5208
LKA,1987,1291.8121,389.03183,1680.8441
LKA,1988,1182.6674,457.76407,1640.4315
LKA,1989,1089.5673,487.51233,1577.079
LKA,1990,1196.6829,540.5189,1737.2019
LKA,1991,1183.3999,529.1363,1712.5369
LKA,1992,1329.0328,486.53815,1815.5715
LKA,1993,1328.2085,629.69684,1957.9053
LKA,1994,1427.8485,671.30774,2099.1562
LKA,1995,1506.806,734.3196,2241.1262
LKA,1996,1814.1091,524.81,2338.9192
LKA,1997,1845.0809,552.5217,2397.6028
LKA,1998,1916.8969,623.70483,2540.6016
LKA,1999,2054.3806,662.1797,2716.5598
LKA,2000,2346.5908,505.21683,2851.8086
LKA,2001,2265.3188,484.797,2750.116
LKA,2002,2386.7344,413.22238,2799.956
LKA,2003,2352.9834,499.48364,2852.4666
LKA,2004,2305.3484,439.94144,2745.2893
LKA,2005,2635.6255,504.9063,3140.5315
LKA,2006,2671.983,666.30096,3338.2832
LKA,2007,2800.279,558.5197,3358.7993
LKA,2008,2558.418,575.61163,3134.0298
LKA,2009,2611.5435,535.52716,3147.0713
LKA,2010,2597.069,771.1339,3368.2034
LKA,2011,2998.879,624.3176,3623.197
LKA,2012,3254.36,454.63254,3708.9927
LKA,2013,2818.8032,929.7784,3748.5815
LKA,2014,3381.1924,626.52203,4007.7144
LKA,2015,3664.1492,812.782,4476.931
LKA,2016,4253.45,592.894,4846.344
LKA,2017,4152.188,581.9754,4734.1636
LKA,2018,3984.8025,878.3046,4863.1074
LKA,2019,4289.7007,706.5239,4996.2246
LKA,2020,3995.559,759.2148,4754.774
SWE,1965,32960.066,17699.406,50666.06
SWE,1966,36368.027,17200.88,53585.24
SWE,1967,35944.43,18488.486,54450.914
SWE,1968,39578.4,18156.307,57742.93
SWE,1969,41894.227,15493.238,57409.145
SWE,1970,45252.34,15334.093,60606.227
SWE,1971,42205.094,19112.342,61349.066
SWE,1972,42675.137,19665.49,62852.715
SWE,1973,43587.07,21860.477,66181.89
SWE,1974,39453.473,20806.586,60971.414
SWE,1975,39402.215,20846.984,64378.65
SWE,1976,42936.562,19797.238,68236.46
SWE,1977,41079.54,19277.508,67193.32
SWE,1978,49111.547,20728.143,77988.04
SWE,1979,53000.37,21904.506,82100.9
SWE,1980,46860.727,21219.764,77123.11
SWE,1981,41978.64,21572.68,76391.32
SWE,1982,39334.418,19905.719,72523.25
SWE,1983,35006.3,23043.01,71974.86
SWE,1984,34099.07,24692.9,76053.76
SWE,1985,36922.555,25707.146,82435.34
SWE,1986,39456.945,22173.205,85226.414
SWE,1987,34596.176,25923.533,83179.81
SWE,1988,32564.922,25173.588,81001.2
SWE,1989,31218.195,25769.19,78874.5
SWE,1990,31375.1,25809.316,79817.4
SWE,1991,27493.049,22457.38,75294.41
SWE,1992,28385.383,26203.041,75456.63
SWE,1993,27976.453,26235.953,74274.734
SWE,1994,29273.787,20873.506,73943.016
SWE,1995,27950.912,23883.898,74491.85
SWE,1996,29941.955,18232.838,72163.62
SWE,1997,27734.674,24257.066,74519.52
SWE,1998,30666.04,26142.482,80458.05
SWE,1999,29420.6,25049.543,77938.88
SWE,2000,25930.09,27821.754,72085.09
SWE,2001,26623.629,27621.701,77094.32
SWE,2002,27161.41,23391.854,71925.88
SWE,2003,28558.111,19153.531,68647.01
SWE,2004,27523.486,22215.67,73592.02
SWE,2005,27026.475,26124.316,75216.664
SWE,2006,27466.377,22719.889,70272.17
SWE,2007,26520.098,24519.658,70868.055
SWE,2008,25030.902,25584.867,69282.23
SWE,2009,23334.568,24676.072,63042.453
SWE,2010,24460.006,25411.932,66260.695
SWE,2011,22132.902,25878.025,64920.465
SWE,2012,21076.643,29567.467,68276.1
SWE,2013,20660.27,24678.557,63351.69
SWE,2014,19745.828,25373.602,62421.992
SWE,2015,19318.738,29759.604,63862.332
SWE,2016,19651.93,26112.406,62050.215
SWE,2017,19237.863,27473.549,63391.555
SWE,2018,18388.89,25948.846,61463.21
SWE,2019,19252.766,27716.791,63260.46
SWE,2020,17223.49,30443.879,59624.938
SWE,2021,17010.746,30865.164,60610.234
CHE,1965,18987.875,12165.755,31153.63
CHE,1966,19385.018,13748.585,33133.605
CHE,1967,20221.957,14729.924,34951.883
CHE,1968,21869.79,14382.588,36252.38
CHE,1969,23225.4,13609.778,37082.55
CHE,1970,25527.516,13955.658,40293.863
CHE,1971,26559.762,13821.378,41016.35
CHE,1972,26912.838,11445.128,40098.23
CHE,1973,28717.219,12464.207,44020.125
CHE,1974,25708.285,12986.982,41857.547
CHE,1975,24958.992,15038.9375,43472.375
CHE,1976,26050.717,12128.761,41754.016
CHE,1977,26461.643,16425.982,46553.31
CHE,1978,27148.123,14906.72,45847.066
CHE,1979,26182.941,14091.189,45596.008
CHE,1980,26437.58,15739.138,48618.594
CHE,1981,24896.414,16566.137,48308.812
CHE,1982,23500.385,16838.182,47057.457
CHE,1983,25432.008,16350.543,48727.777
CHE,1984,25014.326,13905.833,47043.14
CHE,1985,25390.232,14829.258,50044.066
CHE,1986,27288.55,15186.01,52258.336
CHE,1987,25804.96,15916.362,51625.56
CHE,1988,25593.732,16303.453,51638.832
CHE,1989,24688.387,13501.354,47871.336
CHE,1990,26150.117,13336.896,49410.156
CHE,1991,26435.023,14165.247,50118.11
CHE,1992,26439.17,14296.342,50348.562
CHE,1993,24839.914,15481.818,49807.938
CHE,1994,25318.875,16778.502,51916.38
CHE,1995,23868.537,15039.425,48874.76
CHE,1996,24676.395,12304.793,47002.17
CHE,1997,25527.92,14505.74,50136.39
CHE,1998,25790.328,14239.615,50269.316
CHE,1999,25542.924,16904.23,52284.445
CHE,2000,24810.326,15542.645,50728.715
CHE,2001,26275.676,17197.82,53862.723
CHE,2002,24857.545,14515.371,49782.92
CHE,2003,24353.93,14168.365,48884.53
CHE,2004,24211.266,13605.772,47846.156
CHE,2005,24546.771,12485.862,45606.344
CHE,2006,24785.934,12285.347,47162.113
CHE,2007,22511.066,13733.143,46220.902
CHE,2008,23645.39,13792.794,47155.75
CHE,2009,23467.168,13435.271,46436.27
CHE,2010,22307.521,13361.9795,44714.965
CHE,2011,21017.709,11937.808,41971.254
CHE,2012,21462.041,13980.642,43889.645
CHE,2013,22239.803,13793.916,44514.027
CHE,2014,19587.031,13549.816,41980.582
CHE,2015,19797.25,13458.349,40582.914
CHE,2016,18918.787,12190.171,37755.19
CHE,2017,19110.35,12002.079,37489.188
CHE,2018,18215.83,12075.53,37794.062
CHE,2019,18481.787,12975.428,39156.453
CHE,2020,15868.029,12951.014,35765.836
CHE,2021,16156.378,12601.874,34321.965
TWN,1965,4797.8184,585.0312,5382.8496
TWN,1966,4994.671,582.1694,5576.841
TWN,1967,5351.333,559.6209,5910.954
TWN,1968,5821.685,800.62506,6622.3096
TWN,1969,6150.124,617.4031,6767.527
TWN,1970,6632.3843,566.3755,7198.7603
TWN,1971,8244.867,597.6989,8842.565
TWN,1972,8562.163,688.43756,9250.6
TWN,1973,9965.174,630.7832,10595.958
TWN,1974,9097.0,856.4832,9953.482
TWN,1975,9821.524,939.8822,10761.407
TWN,1976,12112.258,750.9613,12863.22
TWN,1977,13151.283,692.7744,13860.419
TWN,1978,14809.091,839.93036,16082.369
TWN,1979,15005.891,758.96216,16774.137
TWN,1980,15621.45,478.01196,17384.79
TWN,1981,13599.178,769.9185,16014.188
TWN,1982,14857.299,757.5896,17601.027
TWN,1983,15574.1045,777.90533,19178.7
TWN,1984,15424.0625,674.16815,19722.865
TWN,1985,15276.679,909.89014,20364.156
TWN,1986,17095.672,917.88043,21881.87
TWN,1987,17893.3,815.0622,23409.428
TWN,1988,20593.254,684.2375,25580.686
TWN,1989,22225.404,735.3286,26892.926
TWN,1990,22917.258,949.35767,28396.725
TWN,1991,24352.406,585.97064,29759.426
TWN,1992,25796.988,965.0754,31345.549
TWN,1993,27660.865,610.2587,32885.426
TWN,1994,29235.87,741.4085,34624.047
TWN,1995,31127.5,724.06885,36522.035
TWN,1996,32081.852,718.3415,37761.37
TWN,1997,34181.594,789.7422,39699.844
TWN,1998,36103.582,925.319,41802.527
TWN,1999,37771.8,786.96606,43448.12
TWN,2000,40380.484,758.36304,46061.29
TWN,2001,41896.98,859.9563,47236.355
TWN,2002,43288.598,590.3047,48811.164
TWN,2003,45275.51,643.0707,50723.613
TWN,2004,47110.13,670.67,52603.81
TWN,2005,47478.195,782.1029,53087.7
TWN,2006,48734.18,801.186,54302.93
TWN,2007,50707.85,861.0287,56414.79
TWN,2008,48757.01,850.6282,54418.695
TWN,2009,47212.45,792.7548,52868.918
TWN,2010,50864.92,883.93567,56586.844
TWN,2011,50261.13,915.0875,56033.68
TWN,2012,49708.105,1106.2355,55438.61
TWN,2013,50560.38,1115.4982,56394.28
TWN,2014,51691.027,994.7743,57419.844
TWN,2015,52069.316,1047.2301,57146.73
TWN,2016,52567.97,1293.2424,57328.383
TWN,2017,53388.348,1244.4043,57075.418
TWN,2018,53465.383,1257.4011,57702.492
TWN,2019,51551.902,1536.0221,56543.227
TWN,2020,49964.938,1521.2458,54830.29
TWN,2021,53252.06,1759.5695,57953.836
THA,1965,912.07,80.37511,992.4452
THA,1966,1049.0426,98.67835,1147.721
THA,1967,1145.9802,123.18035,1269.1606
THA,1968,1458.769,122.889534,1581.6586
THA,1969,1534.4954,88.91134,1623.4067
THA,1970,1731.9479,147.63577,1879.5837
THA,1971,1859.952,164.52711,2024.479
THA,1972,2255.0156,135.0538,2390.0693
THA,1973,2323.6826,143.00749,2466.6902
THA,1974,2318.159,182.158,2500.317
THA,1975,2446.1067,245.6901,2691.7966
THA,1976,2519.6846,256.78183,2776.4663
THA,1977,2760.4495,225.34348,2985.793
THA,1978,2972.222,142.42671,3114.6484
THA,1979,3024.0913,215.56378,3239.6553
THA,1980,3095.8489,82.30065,3178.1497
THA,1981,2940.547,188.20021,3128.7473
THA,1982,2903.1123,237.79727,3140.9097
THA,1983,3152.3425,222.36397,3374.7065
THA,1984,3425.8633,243.11577,3668.9792
THA,1985,3545.3657,215.71819,3761.0837
THA,1986,3612.747,317.35568,3930.1028
THA,1987,4177.1895,228.85118,4406.041
THA,1988,4664.3467,207.65332,4872.0
THA,1989,5242.278,301.31064,5543.5884
THA,1990,6212.272,263.79626,6476.0684
THA,1991,6794.317,239.15598,7033.4736
THA,1992,7367.542,217.14696,7584.689
THA,1993,8301.94,186.50737,8488.448
THA,1994,9155.238,224.92967,9380.167
THA,1995,10019.35,335.73123,10355.081
THA,1996,11199.891,365.3053,11565.195
THA,1997,11653.909,357.67065,12011.58
THA,1998,10670.815,259.69873,10930.514
THA,1999,11277.94,184.33107,11462.271
THA,2000,11461.657,302.89117,11764.549
THA,2001,11977.339,316.11984,12293.458
THA,2002,12835.857,372.20773,13208.064
THA,2003,13697.295,383.37555,14080.671
THA,2004,14811.012,350.74445,15161.757
THA,2005,15168.095,353.14075,15521.234
THA,2006,15265.456,468.53082,15733.987
THA,2007,15825.776,478.76144,16304.538
THA,2008,15928.233,483.87506,16412.11
THA,2009,16399.477,515.94104,16915.42
THA,2010,17402.34,502.49377,17904.836
THA,2011,17614.732,630.8104,18245.541
THA,2012,18684.562,732.1204,19416.682
THA,2013,18654.275,748.7945,19403.07
THA,2014,19053.686,847.5946,19901.28
THA,2015,19400.998,848.6594,20249.658
THA,2016,19624.422,946.24567,20570.668
THA,2017,19741.904,1106.2725,20848.18
THA,2018,20049.502,1366.3807,21415.883
THA,2019,19884.803,1486.6448,21371.45
THA,2020,18325.242,1377.5018,19702.744
THA,2021,18412.871,1410.1327,19823.004
TTO,1965,36216.195,0.0,36216.195
TTO,1966,37955.98,0.0,37955.98
TTO,1967,39906.152,0.0,39906.152
TTO,1968,40626.06,0.0,40626.062
TTO,1969,41426.875,0.0,41426.875
TTO,1970,45182.01,0.0,45182.01
TTO,1971,45042.35,111.712135,45154.062
TTO,1972,61332.45,110.28872,61442.74
TTO,1973,60049.047,90.17839,60139.227
TTO,1974,57084.58,76.71366,57161.29
TTO,1975,45389.24,69.657715,45458.895
TTO,1976,50400.58,56.806007,50457.383
TTO,1977,51749.11,67.87566,51816.99
TTO,1978,51381.125,84.42132,51465.55
TTO,1979,44745.46,83.226326,44828.688
TTO,1980,42441.043,73.588684,42514.63
TTO,1981,44254.82,53.07761,44307.9
TTO,1982,51338.73,49.656628,51388.39
TTO,1983,49489.734,43.60645,49533.34
TTO,1984,48233.973,35.027252,48268.996
TTO,1985,49215.2,45.230793,49260.43
TTO,1986,50451.8,68.23319,50520.035
TTO,1987,47029.92,80.35946,47110.28
TTO,1988,51153.727,69.24866,51222.977
TTO,1989,49862.938,66.069435,49929.008
TTO,1990,54875.34,78.13374,54953.477
TTO,1991,54307.57,62.53173,54370.1
TTO,1992,57059.77,74.496826,57134.273
TTO,1993,59759.973,69.07504,59829.05
TTO,1994,62963.777,78.49276,63042.27
TTO,1995,67949.625,80.5477,68030.164
TTO,1996,76704.555,41.317013,76745.875
TTO,1997,76406.71,43.590225,76450.3
TTO,1998,77298.47,43.44511,77341.914
TTO,1999,85626.12,43.29828,85669.414
TTO,2000,89153.98,48.20524,89202.19
TTO,2001,95718.88,70.553,95789.445
TTO,2002,103311.44,63.747906,103375.18
TTO,2003,115214.34,31.502092,115245.85
TTO,2004,125971.29,58.551117,126029.84
TTO,2005,134296.75,56.18603,134352.94
TTO,2006,155961.05,65.824684,156026.88
TTO,2007,159920.34,49.673454,159970.02
TTO,2008,156665.95,52.160618,156718.12
TTO,2009,154438.44,50.32344,154488.78
TTO,2010,165822.61,7.8785605,165830.48
TTO,2011,161731.73,7.785487,161739.53
TTO,2012,158062.61,7.670849,158070.3
TTO,2013,159838.86,7.5771723,159846.44
TTO,2014,157927.8,8.38697,157936.17
TTO,2015,152233.97,9.492742,152243.48
TTO,2016,134223.56,9.376886,134232.95
TTO,2017,141532.39,9.261664,141541.66
TTO,2018,131640.81,8.214962,131649.02
TTO,2019,127015.195,8.095973,127023.28
TTO,2020,110846.09,8.105668,110854.195
TTO,2021,111886.445,8.011047,111894.47
TUR,1965,2698.7117,215.54102,2914.253
TUR,1966,3034.0251,226.99889,3261.024
TUR,1967,3056.5884,229.9732,3286.5618
TUR,1968,3437.23,293.9214,3731.1516
TUR,1969,3665.4614,309.73874,3975.2007
TUR,1970,3859.9092,267.23685,4127.146
TUR,1971,4239.502,226.49834,4466.0005
TUR,1972,4608.8066,269.8024,4878.6094
TUR,1973,5187.611,218.97125,5406.582
TUR,1974,5122.878,272.3345,5395.2124
TUR,1975,5432.502,457.71423,5890.216
TUR,1976,5874.3438,624.1362,6498.48
TUR,1977,6331.6514,629.30255,6960.9546
TUR,1978,6537.456,663.01184,7200.4688
TUR,1979,5936.3247,715.18506,6651.51
TUR,1980,5999.3804,770.954,6770.3345
TUR,1981,5858.64,837.1553,6695.795
TUR,1982,6241.3604,911.66016,7153.0205
TUR,1983,6510.6406,713.2212,7223.863
TUR,1984,6609.0444,826.5808,7435.625
TUR,1985,7126.671,724.6197,7851.2905
TUR,1986,7675.0728,701.4763,8376.549
TUR,1987,8280.493,1077.4001,9357.895
TUR,1988,8447.238,1641.2487,10088.486
TUR,1989,8711.86,998.4916,9710.353
TUR,1990,9081.112,1264.1615,10345.273
TUR,1991,9151.886,1218.8379,10370.724
TUR,1992,9313.886,1401.5325,10715.418
TUR,1993,9684.485,1759.157,11443.642
TUR,1994,9331.438,1557.687,10889.127
TUR,1995,10193.455,1788.1599,11981.616
TUR,1996,10857.246,1998.2513,12855.498
TUR,1997,11290.858,1940.5065,13231.365
TUR,1998,11335.869,2022.7026,13358.573
TUR,1999,11179.045,1634.1649,12813.21
TUR,2000,12049.379,1437.2982,13486.677
TUR,2001,10973.554,1099.6934,12073.246
TUR,2002,11524.214,1502.7657,13026.9795
TUR,2003,12070.943,1542.4089,13613.354
TUR,2004,12411.514,1968.9255,14380.439
TUR,2005,12851.182,1656.581,14507.764
TUR,2006,14064.566,1820.2871,15888.103
TUR,2007,15199.757,1463.0924,16664.893
TUR,2008,15162.58,1356.7013,16521.768
TUR,2009,15058.668,1475.4958,16535.234
TUR,2010,15097.167,2113.6086,17211.76
TUR,2011,15981.785,2161.892,18146.145
TUR,2012,16599.291,2377.863,18988.322
TUR,2013,16008.274,2467.2473,18532.307
TUR,2014,16869.428,1828.662,18718.596
TUR,2015,17288.168,2831.7185,20134.787
TUR,2016,17792.072,3014.8416,20821.398
TUR,2017,18890.816,2867.7021,21773.727
TUR,2018,18156.18,3169.0676,21345.375
TUR,2019,17721.307,4230.8994,21973.062
TUR,2020,17180.326,4072.5605,21266.51
TUR,2021,18660.674,3694.9307,22370.41
TKM,1985,44071.492,2.7291088,44074.223
TKM,1986,53374.5,2.6555936,53377.156
TKM,1987,51646.754,2.5830355,51649.34
TKM,1988,50600.93,2.5137074,50603.445
TKM,1989,50611.977,2.446936,50614.42
TKM,1990,40825.566,2.3818352,40827.95
TKM,1991,40813.918,2.3185797,40816.24
TKM,1992,37938.016,3.1623747,37941.176
