isoCode;date;Generation from Renewables (TWh);Generation from Fossil Fuels (TWh);Total Generation (TWh)
BGR;2000;2,63;19,79;40,6
BGR;2001;1,65;22,25;43,45
BGR;2002;2,12;19,75;42,09
BGR;2003;2,99;22,02;42,29
BGR;2004;3,14;21,44;41,4
BGR;2005;4,3;20,98;43,93
BGR;2006;4,23;21,76;45,48
BGR;2007;2,88;25,38;42,9
BGR;2008;2,93;25,86;44,56
BGR;2009;3,68;23,39;42,33
BGR;2010;5,76;24,97;45,98
BGR;2011;3,89;29,75;49,95
BGR;2012;5,25;25,45;46,48
BGR;2013;6,91;21,96;43,04
BGR;2014;7,39;23,66;46,92
BGR;2015;8,75;24,57;48,7
BGR;2016;7,04;21,74;44,56
BGR;2017;6,13;23,25;44,93
BGR;2018;9,38;21,03;46,54
BGR;2019;7,49;19,75;43,8
BGR;2020;7,47;16,12;40,22
BGR;2021;10,31;20,5;47,3
BGR;2022;9,46;24,66;50,58
BFA;2000;0,1;0,22;0,32
BFA;2001;0,05;0,27;0,32
BFA;2002;0,06;0,3;0,36
BFA;2003;0,1;0,35;0,45
BFA;2004;0,1;0,37;0,47
BFA;2005;0,1;0,39;0,49
BFA;2006;0,08;0,44;0,52
BFA;2007;0,11;0,47;0,58
BFA;2008;0,13;0,45;0,58
BFA;2009;0,13;0,53;0,66
BFA;2010;0,13;0,51;0,64
BFA;2011;0,09;0,6;0,69
BFA;2012;0,11;0,76;0,87
BFA;2013;0,12;0,87;0,99
BFA;2014;0,1;1,02;1,12
BFA;2015;0,1;1,33;1,43
BFA;2016;0,16;1,39;1,55
BFA;2017;0,16;1,48;1,64
BFA;2018;0,23;1,42;1,65
BFA;2019;0,21;1,51;1,72
BFA;2020;0,21;1,43;1,64
BFA;2021;0,23;1,52;1,75
BDI;2000;0,1;0;0,1
BDI;2001;0,11;0;0,11
BDI;2002;0,13;0;0,13
BDI;2003;0,1;0;0,1
BDI;2004;0,09;0;0,09
BDI;2005;0,09;0;0,09
BDI;2006;0,09;0;0,09
BDI;2007;0,12;0;0,12
BDI;2008;0,11;0;0,11
BDI;2009;0,12;0;0,12
BDI;2010;0,14;0;0,14
BDI;2011;0,13;0,01;0,14
BDI;2012;0,14;0,01;0,15
BDI;2013;0,15;0,03;0,18
BDI;2014;0,15;0,04;0,19
BDI;2015;0,15;0,03;0,18
BDI;2016;0,16;0,03;0,19
BDI;2017;0,21;0,08;0,29
BDI;2018;0,17;0,1;0,27
BDI;2019;0,24;0,12;0,36
BDI;2020;0,24;0,11;0,35
BDI;2021;0,24;0,12;0,36
KHM;2000;0,05;0,42;0,47
KHM;2001;0,03;0,48;0,51
KHM;2002;0,03;0,66;0,69
KHM;2003;0,04;0,67;0,71
KHM;2004;0,03;0,73;0,76
KHM;2005;0,04;0,86;0,9
KHM;2006;0,13;0,98;1,11
KHM;2007;0,16;1,25;1,41
KHM;2008;0,16;1,23;1,39
KHM;2009;0,15;1,02;1,17
KHM;2010;0,12;0,81;0,93
KHM;2011;0,15;0,84;0,99
KHM;2012;0,85;0,53;1,38
KHM;2013;1,25;0,48;1,73
KHM;2014;1,95;1,03;2,98
KHM;2015;2,15;2,11;4,26
KHM;2016;2,8;2,63;5,43
KHM;2017;3,06;3,71;6,77
KHM;2018;4,99;2,97;7,96
KHM;2019;4,49;3,95;8,44
KHM;2020;4,6;3,84;8,44
KHM;2021;4,6;4,09;8,69
CMR;2000;3,41;0,04;3,45
CMR;2001;3,44;0,06;3,5
CMR;2002;3,15;0,11;3,26
CMR;2003;3,49;0,15;3,64
CMR;2004;3,88;0,18;4,06
CMR;2005;3,73;0,22;3,95
CMR;2006;3,85;0,54;4,39
CMR;2007;3,81;1,24;5,05
CMR;2008;4,19;1,29;5,48
CMR;2009;3,98;1,59;5,57
CMR;2010;4,22;1,49;5,71
CMR;2011;4,35;1,38;5,73
CMR;2012;4,21;1,09;5,3
CMR;2013;4,33;1,82;6,15
CMR;2014;4,34;2,33;6,67
CMR;2015;4,33;3,37;7,7
CMR;2016;4,34;2,58;6,92
CMR;2017;5,06;2,78;7,84
CMR;2018;4,99;3,29;8,28
CMR;2019;5,36;2,99;8,35
CMR;2020;5,45;2,84;8,29
CMR;2021;5,02;3,03;8,05
CAN;1985;305,323;93,03;459,0164
CAN;1986;312,501;84,679;468,58405
CAN;1987;318,519;100,45799;496,3977
CAN;1988;309,921;113,032005;506,01578
CAN;1989;293,92773;124,745995;498,0926
CAN;1990;299,63925;108,342;480,59323
CAN;1991;311,26193;111,242004;506,99487
CAN;1992;319,70068;118,746;518,62683
CAN;1993;327,09192;109,69101;530,2322
CAN;1994;333,64963;112,156006;553,0549
CAN;1995;341,26044;117,882904;557,8687
CAN;1996;362,18848;115,66495;571,6216
CAN;1997;356,9168;131,777;572,34143
CAN;1998;339,9293;149,27548;561,99133
CAN;1999;354,1192;148,88065;577,7736
CAN;2000;363,7;155,56;588,42
CAN;2001;339,58;159,93;572,37
CAN;2002;357,06;155,12;583,93
CAN;2003;343,88;157,35;572,38
CAN;2004;347,68;148,86;582,41
CAN;2005;368,86;150,78;606,47
CAN;2006;360,48;139,71;592,63
CAN;2007;375,42;149,36;612,97
CAN;2008;385,21;141,33;614,84
CAN;2009;380,24;129,76;595,13
CAN;2010;366,21;130,08;581,82
CAN;2011;391,95;131,3;611,54
CAN;2012;398,58;124,2;612,27
CAN;2013;417,28;122,87;637,73
CAN;2014;412,13;122,75;636,09
CAN;2015;417,2;125,7;638,95
CAN;2016;426,84;122,35;644,88
CAN;2017;435,43;113,7;644,7
CAN;2018;428,39;112,47;635,89
CAN;2019;421,8;110,65;627,92
CAN;2020;429,24;102,19;624,08
CAN;2021;426,71;111,88;625,95
CPV;2000;0,01;0,13;0,14
CPV;2001;0,01;0,15;0,16
CPV;2002;0,01;0,17;0,18
CPV;2003;0;0,18;0,18
CPV;2004;0,01;0,2;0,21
CPV;2005;0,01;0,22;0,23
CPV;2006;0,01;0,23;0,24
CPV;2007;0,01;0,25;0,26
CPV;2008;0,01;0,26;0,27
CPV;2009;0,01;0,27;0,28
CPV;2010;0;0,32;0,32
CPV;2011;0,03;0,32;0,35
CPV;2012;0,07;0,29;0,36
CPV;2013;0,09;0,3;0,39
CPV;2014;0,09;0,32;0,41
CPV;2015;0,09;0,32;0,41
CPV;2016;0,09;0,34;0,43
CPV;2017;0,08;0,38;0,46
CPV;2018;0,09;0,37;0,46
CPV;2019;0,08;0,38;0,46
CPV;2020;0,07;0,36;0,43
CPV;2021;0,07;0,38;0,45
CYM;2000;0;0,4;0,4
CYM;2001;0;0,42;0,42
CYM;2002;0;0,45;0,45
CYM;2003;0;0,46;0,46
CYM;2004;0;0,49;0,49
CYM;2005;0;0,39;0,39
CYM;2006;0;0,49;0,49
CYM;2007;0;0,55;0,55
CYM;2008;0;0,58;0,58
CYM;2009;0;0,6;0,6
CYM;2010;0;0,59;0,59
CYM;2011;0;0,59;0,59
CYM;2012;0;0,59;0,59
CYM;2013;0;0,6;0,6
CYM;2014;0;0,61;0,61
CYM;2015;0;0,62;0,62
CYM;2016;0;0,65;0,65
CYM;2017;0,01;0,65;0,66
CYM;2018;0,01;0,64;0,65
CYM;2019;0,02;0,68;0,7
CYM;2020;0,02;0,67;0,69
CYM;2021;0,02;0,71;0,73
CAF;2000;0,08;0,02;0,1
CAF;2001;0,08;0,02;0,1
CAF;2002;0,08;0,02;0,1
CAF;2003;0,08;0,02;0,1
CAF;2004;0,12;0,03;0,15
CAF;2005;0,13;0,03;0,16
CAF;2006;0,14;0,03;0,17
CAF;2007;0,14;0,02;0,16
CAF;2008;0,14;0,02;0,16
CAF;2009;0,14;0,02;0,16
CAF;2010;0,13;0,03;0,16
CAF;2011;0,15;0,03;0,18
CAF;2012;0,15;0,03;0,18
CAF;2013;0,14;0;0,14
CAF;2014;0,17;0;0,17
CAF;2015;0,17;0;0,17
CAF;2016;0,17;0;0,17
CAF;2017;0,15;0;0,15
CAF;2018;0,15;0;0,15
CAF;2019;0,15;0;0,15
CAF;2020;0,15;0;0,15
CAF;2021;0,15;0;0,15
TCD;2000;0,01;0,08;0,09
TCD;2001;0,01;0,09;0,1
TCD;2002;0,01;0,09;0,1
TCD;2003;0,01;0,1;0,11
TCD;2004;0,01;0,11;0,12
TCD;2005;0,01;0,11;0,12
TCD;2006;0,01;0,12;0,13
TCD;2007;0;0,12;0,12
TCD;2008;0;0,14;0,14
TCD;2009;0,01;0,17;0,18
TCD;2010;0,01;0,18;0,19
TCD;2011;0,01;0,18;0,19
TCD;2012;0;0,23;0,23
TCD;2013;0;0,26;0,26
TCD;2014;0;0,27;0,27
TCD;2015;0;0,28;0,28
TCD;2016;0,01;0,28;0,29
TCD;2017;0,01;0,29;0,3
TCD;2018;0,01;0,29;0,3
TCD;2019;0,01;0,3;0,31
TCD;2020;0,01;0,28;0,29
TCD;2021;0,01;0,3;0,31
CHL;1985;11,264999;;14,04
CHL;1986;12,11;;14,82
CHL;1987;13,094;;15,637
CHL;1988;12,884999;;16,915
CHL;1989;10,864;;17,811
CHL;1990;9,9044285;;18,398
CHL;1991;14,168654;;19,963
CHL;1992;18,48315;;22,35
CHL;1993;18,967321;;24,013
CHL;1994;18,771471;;25,276
CHL;1995;20,292738;;28,027
CHL;1996;18,61147;;30,791
CHL;1997;20,686148;;33,292
CHL;1998;17,098255;;35,495
CHL;1999;15,026999;;38,384
CHL;2000;18,48;20,42;38,9
CHL;2001;21,03;19,59;40,62
CHL;2002;22,5;19,87;42,37
CHL;2003;21,84;23,3;45,14
CHL;2004;20,87;27,79;48,66
CHL;2005;25,42;25,2;50,62
CHL;2006;28,03;25,54;53,57
CHL;2007;22,29;33,69;55,98
CHL;2008;23,78;32,59;56,37
CHL;2009;24,57;32,12;56,69
CHL;2010;21,55;36,71;58,26
CHL;2011;21,04;41;62,04
CHL;2012;20,59;45,17;65,76
CHL;2013;20,17;48;68,17
CHL;2014;25,44;44,51;69,95
CHL;2015;27,38;44,37;71,75
CHL;2016;24,27;49,09;73,36
CHL;2017;29,32;44,9;74,22
CHL;2018;32,89;43,85;76,74
CHL;2019;32,23;45,16;77,39
CHL;2020;34,06;43,69;77,75
CHL;2021;34,81;46,7;81,51
CHN;1985;92,38756;318,30243;410,69
CHN;1986;94,548645;354,98135;449,53
CHN;1987;100,02428;397,24274;497,267
CHN;1988;109,16802;436,042;545,21
CHN;1989;118,40898;466,40103;584,81
CHN;1990;126,812;494,388;621,2
CHN;1991;124,764046;552,78595;677,55
CHN;1992;130,93341;623,0066;753,94
CHN;1993;152,17929;657,80646;811,59
CHN;1994;168,27782;744,76135;927,8
CHN;1995;194,21716;799,97894;1007,03
CHN;1996;189,60594;877,3631;1081,31
CHN;1997;198,91098;922,2185;1135,55
CHN;1998;201,73956;951,15814;1167
CHN;1999;199,59074;1024,7584;1239,3
CHN;2000;225,56;1113,3;1355,6
CHN;2001;280,73;1182,59;1480,79
CHN;2002;291,41;1337,46;1654
CHN;2003;287,28;1579,96;1910,58
CHN;2004;357,43;1795,41;2203,31
CHN;2005;404,37;2042,8;2500,26
CHN;2006;446,72;2364,16;2865,72
CHN;2007;500,71;2718,7;3281,54
CHN;2008;665,08;2762,29;3495,76
CHN;2009;664,39;2980,2;3714,64
CHN;2010;786,38;3326,19;4187,31
CHN;2011;792,38;3811,77;4691,35
CHN;2012;999,56;3869,38;4967,26
CHN;2013;1093,37;4203,77;5408,64
CHN;2014;1289,23;4345,86;5768,31
CHN;2015;1393,66;4222,76;5787,8
CHN;2016;1522,79;4355;6090,97
CHN;2017;1667,06;4643,1;6558,26
CHN;2018;1835,32;4990,28;7120,6
CHN;2019;2014,57;5098,22;7461,49
CHN;2020;2184,94;5184,13;7735,27
CHN;2021;2452,53;5623,99;8484,02
COL;1985;18,707771;;29,374664
COL;1986;21,598953;;31,65293
COL;1987;23,51556;;33,680267
COL;1988;24,7934;;35,473255
COL;1989;27,05612;;37,020805
COL;1990;27,769852;;38,245705
COL;1991;27,995079;;40,12351
COL;1992;22,620584;;36,6131
COL;1993;28,245392;;41,691086
COL;1994;32,50239;;45,024284
COL;1995;32,4664;;47,48347
COL;1996;35,783623;;48,37112
COL;1997;31,95876;;49,90634
COL;1998;31,313684;;50,283142
COL;1999;34,157658;;47,77472
COL;2000;31,94;10,25;42,19
COL;2001;31,67;10,79;42,46
COL;2002;33,81;10,26;44,07
COL;2003;35,98;9,61;45,59
COL;2004;39,89;8,9;48,79
COL;2005;39,62;9,72;49,34
COL;2006;42,58;10,15;52,73
COL;2007;44,25;9,95;54,2
COL;2008;46,17;8,78;54,95
COL;2009;41,04;14,81;55,85
COL;2010;40,6;16,02;56,62
COL;2011;48,81;10,11;58,92
COL;2012;47,57;12,96;60,53
COL;2013;50,48;21,72;72,2
COL;2014;48,06;21,01;69,07
COL;2015;48,99;27,22;76,21
COL;2016;49,53;25,02;74,55
COL;2017;61,38;16,08;77,46
COL;2018;60,06;19,13;79,19
COL;2019;54,28;23,86;78,14
COL;2020;49,94;27,2;77,14
COL;2021;59,59;21,32;80,91
COM;2000;0;0,02;0,02
COM;2001;0;0,03;0,03
COM;2002;0;0,03;0,03
COM;2003;0;0,03;0,03
COM;2004;0;0,04;0,04
COM;2005;0;0,04;0,04
COM;2006;0;0,04;0,04
COM;2007;0;0,04;0,04
COM;2008;0;0,04;0,04
COM;2009;0;0,04;0,04
COM;2010;0;0,04;0,04
COM;2011;0;0,05;0,05
COM;2012;0;0,05;0,05
COM;2013;0;0,05;0,05
COM;2014;0;0,05;0,05
COM;2015;0;0,05;0,05
COM;2016;0;0,05;0,05
COM;2017;0;0,09;0,09
COM;2018;0;0,09;0,09
COM;2019;0;0,1;0,1
COM;2020;0;0,13;0,13
COM;2021;0;0,14;0,14
COG;2000;0,29;0;0,29
COG;2001;0,33;0;0,33
COG;2002;0,39;0;0,39
COG;2003;0,36;0,04;0,4
COG;2004;0,35;0,04;0,39
COG;2005;0,37;0,05;0,42
COG;2006;0,39;0,05;0,44
COG;2007;0,34;0,06;0,4
COG;2008;0,39;0,09;0,48
COG;2009;0,36;0,16;0,52
COG;2010;0,44;0,32;0,76
COG;2011;0,79;0,45;1,24
COG;2012;1;0,64;1,64
COG;2013;0,98;0,67;1,65
COG;2014;0,96;0,72;1,68
COG;2015;1,14;1,53;2,67
COG;2016;1,17;1,66;2,83
COG;2017;1,24;1,61;2,85
COG;2018;1,15;1,82;2,97
COG;2019;0,94;2,72;3,66
COG;2020;0,96;2,87;3,83
COG;2021;0,97;3,05;4,02
COK;2000;0;0,02;0,02
COK;2001;0;0,02;0,02
COK;2002;0;0,03;0,03
COK;2003;0;0,03;0,03
COK;2004;0;0,03;0,03
COK;2005;0;0,03;0,03
COK;2006;0;0,03;0,03
COK;2007;0;0,03;0,03
COK;2008;0;0,03;0,03
COK;2009;0;0,03;0,03
COK;2010;0;0,03;0,03
COK;2011;0;0,03;0,03
COK;2012;0;0,03;0,03
COK;2013;0;0,03;0,03
COK;2014;0;0,03;0,03
COK;2015;0;0,03;0,03
COK;2016;0;0,03;0,03
COK;2017;0,01;0,03;0,04
COK;2018;0,02;0,03;0,05
COK;2019;0,01;0,03;0,04
COK;2020;0,01;0,03;0,04
COK;2021;0,02;0,03;0,05
CRI;2000;6,78;0,07;6,85
CRI;2001;6,78;0,11;6,89
CRI;2002;7,26;0,16;7,42
CRI;2003;7,1;0,19;7,29
CRI;2004;7,9;0,07;7,97
CRI;2005;7,87;0,28;8,15
CRI;2006;8,05;0,53;8,58
CRI;2007;8,24;0,69;8,93
CRI;2008;8,68;0,68;9,36
CRI;2009;8,7;0,52;9,22
CRI;2010;8,76;0,71;9,47
CRI;2011;8,79;0,91;9,7
CRI;2012;9,15;0,9;10,05
CRI;2013;8,88;1,23;10,11
CRI;2014;9,01;1,1;10,11
CRI;2015;10,5;0,26;10,76
CRI;2016;10,5;0,35;10,85
CRI;2017;11,06;0,21;11,27
CRI;2018;11,13;0,31;11,44
CRI;2019;11,18;0,25;11,43
CRI;2020;11,55;0,19;11,74
CRI;2021;12,55;0,16;12,71
CIV;2000;1,75;2,85;4,6
CIV;2001;1,78;2,9;4,68
CIV;2002;1,71;3,35;5,06
CIV;2003;1,81;3,06;4,87
CIV;2004;1,73;3,44;5,17
CIV;2005;1,42;3,89;5,31
CIV;2006;1,5;3,79;5,29
CIV;2007;1,78;3,5;5,28
CIV;2008;1,88;3,56;5,44
CIV;2009;2,11;3,45;5,56
CIV;2010;1,6;4,02;5,62
CIV;2011;1,76;4;5,76
CIV;2012;1,77;4,85;6,62
CIV;2013;1,59;5,62;7,21
CIV;2014;1,89;5,93;7,82
CIV;2015;1,34;6,82;8,16
CIV;2016;1,51;7,43;8,94
CIV;2017;2,04;8,04;10,08
CIV;2018;2,94;6,61;9,55
CIV;2019;3,46;6,56;10,02
CIV;2020;3,36;7,21;10,57
CIV;2021;3,31;7,67;10,98
HRV;1990;3,93;4,9300003;8,86
HRV;1991;5,5400004;3,0499997;8,59
HRV;1992;4,36;4,54;8,9
HRV;1993;4,57;5;9,57
HRV;1994;5,44;3,33;8,77
HRV;1995;5,69;3,5800002;9,27
HRV;1996;7,8700004;3,2999997;11,17
HRV;1997;5,85;4,38;10,23
HRV;1998;6,03;5,42;11,45
HRV;1999;7,34;5,64;12,98
HRV;2000;6,45;4,81;11,26
HRV;2001;7,18;5,59;12,77
HRV;2002;5,85;6,86;12,71
HRV;2003;5,46;7,73;13,19
HRV;2004;7,63;6,26;13,89
HRV;2005;7,06;6;13,06
HRV;2006;6,65;6,27;12,92
HRV;2007;4,74;7,8;12,54
HRV;2008;5,84;6,94;12,78
HRV;2009;7,48;5,87;13,35
HRV;2010;9,3;5,49;14,79
HRV;2011;5,28;5,95;11,23
HRV;2012;5,26;5,33;10,59
HRV;2013;9,28;4,67;13,95
HRV;2014;9,94;3,5;13,44
HRV;2015;7,52;3,73;11,25
HRV;2016;8,36;4,26;12,62
HRV;2017;7,12;4,67;11,79
HRV;2018;9,78;3,77;13,55
HRV;2019;8,35;4,31;12,66
HRV;2020;8,55;4,69;13,24
HRV;2021;10,53;4,59;15,12
HRV;2022;8,94;5,18;14,12
CUB;2000;0,09;14,1;14,19
CUB;2001;0,07;14,37;14,44
CUB;2002;0,1;14,71;14,81
CUB;2003;0,13;14,78;14,91
CUB;2004;0,09;14,66;14,75
CUB;2005;2,38;12,07;14,45
CUB;2006;1,81;13,7;15,51
CUB;2007;2,32;14,28;16,6
CUB;2008;2,36;14,31;16,67
CUB;2009;2,36;14,34;16,7
CUB;2010;2,29;14,1;16,39
CUB;2011;2,33;14,39;16,72
CUB;2012;2,34;15,02;17,36
CUB;2013;2,36;15,81;18,17
CUB;2014;2,45;15,88;18,33
CUB;2015;2,5;16,72;19,22
CUB;2016;2,4;16,97;19,37
CUB;2017;2,51;16,88;19,39
CUB;2018;2,75;16,89;19,64
CUB;2019;3,82;15,71;19,53
CUB;2020;3,98;14,61;18,59
CUB;2021;4,22;15,53;19,75
CYP;1985;0;;1,319
CYP;1986;0;;1,423
CYP;1987;0;;1,501
CYP;1988;0;;1,647
CYP;1989;0;;1,831
CYP;1990;0;1,97;1,97
CYP;1991;0;2,08;2,08
CYP;1992;0;2,43;2,43
CYP;1993;0;2,59;2,59
CYP;1994;0;2,68;2,68
CYP;1995;0;2,5;2,5
CYP;1996;0;2,61;2,61
CYP;1997;0;2,73;2,73
CYP;1998;0;2,99;2,99
CYP;1999;0;3,14;3,14
CYP;2000;0;3,37;3,37
CYP;2001;0;3,55;3,55
CYP;2002;0;3,79;3,79
CYP;2003;0;4,05;4,05
CYP;2004;0;4,2;4,2
CYP;2005;0;4,38;4,38
CYP;2006;0;4,65;4,65
CYP;2007;0;4,87;4,87
CYP;2008;0,01;5,06;5,07
CYP;2009;0,03;5,18;5,21
CYP;2010;0,08;5,25;5,33
CYP;2011;0,17;4,75;4,92
CYP;2012;0,26;4,46;4,72
CYP;2013;0,33;3,96;4,29
CYP;2014;0,31;4,03;4,34
CYP;2015;0,4;4,14;4,54
CYP;2016;0,43;4,46;4,89
CYP;2017;0,43;4,57;5
CYP;2018;0,48;4,58;5,06
CYP;2019;0,52;4,63;5,15
CYP;2020;0,6;4,25;4,85
CYP;2021;0,78;4,34;5,12
CYP;2022;0,9;4,49;5,39
CZE;1985;1,671;;58,121
CZE;1986;1,876;;60,606
CZE;1987;2,465;;62,196
CZE;1988;2,099;;64,334
CZE;1989;1,643;;65,131
CZE;1990;1,16;48,52;62,27
CZE;1991;1,09;47,079998;60,3
CZE;1992;1,4;45,4;59,05
CZE;1993;1,53;44,510002;58,67
CZE;1994;1,78;43,64;58,4
CZE;1995;2,41;45,94;60,58
CZE;1996;2,26;48,72;63,83
CZE;1997;2,19;49,53;64,21
CZE;1998;1,99;49,449997;64,62
CZE;1999;2,36;48,45;64,17
CZE;2000;2,28;57,03;72,9
CZE;2001;2,57;56,9;74,22
CZE;2002;2,99;54,27;76
CZE;2003;1,87;55,05;82,79
CZE;2004;2,74;54,72;83,79
CZE;2005;3,13;54,07;81,93
CZE;2006;3,52;54,09;83,66
CZE;2007;3,42;58,18;87,77
CZE;2008;3,72;53,01;83,28
CZE;2009;4,66;49,77;81,64
CZE;2010;5,91;51,33;85,24
CZE;2011;7,24;51,15;86,67
CZE;2012;8,07;48,22;86,61
CZE;2013;9,3;45,89;85,94
CZE;2014;9,17;45,51;85,01
CZE;2015;9,41;46,27;82,52
CZE;2016;9,39;48,52;82,01
CZE;2017;9,63;47,81;85,78
CZE;2018;9,43;47,51;86,86
CZE;2019;10,08;45,44;85,77
CZE;2020;10,39;39,72;80,15
CZE;2021;10,71;42,29;83,73
CZE;2022;10,5;43,62;85,11
COD;2000;5,94;0;5,94
COD;2001;5,91;0;5,91
COD;2002;6,05;0,01;6,06
COD;2003;6,1;0,01;6,11
COD;2004;7,01;0,01;7,02
COD;2005;7,32;0,01;7,33
COD;2006;7,45;0,02;7,47
COD;2007;7,74;0,03;7,77
COD;2008;7,41;0,04;7,45
COD;2009;7,72;0,03;7,75
COD;2010;7,74;0,08;7,82
COD;2011;7,73;0,08;7,81
COD;2012;7,51;0,01;7,52
COD;2013;8,15;0,01;8,16
COD;2014;8,73;0,01;8,74
COD;2015;8,83;0,01;8,84
COD;2016;9,01;0,01;9,02
COD;2017;9,4;0,03;9,43
COD;2018;10,44;0,03;10,47
COD;2019;11,05;0,03;11,08
COD;2020;11,92;0,03;11,95
COD;2021;11,01;0,03;11,04
DNK;1985;0,1171;;29,143044
DNK;1986;0,20519999;;30,783089
DNK;1987;0,2642;;29,489311
DNK;1988;0,4045;;28,0695
DNK;1989;0,5773;;22,933521
DNK;1990;0,83000004;25,15;25,98
DNK;1991;1,06;35,48;36,54
DNK;1992;1,36;29,39;30,75
DNK;1993;1,6099999;32,37;33,98
DNK;1994;1,74;38,84;40,58
DNK;1995;1,8599999;34,88;36,74
DNK;1996;2,08;51,479996;53,56
DNK;1997;2,9299998;41,35;44,28
DNK;1998;3,9299998;37,15;41,08
DNK;1999;4,38;34,510002;38,89
DNK;2000;5,57;30,43;36
DNK;2001;5,85;31,87;37,72
DNK;2002;6,79;32,49;39,28
DNK;2003;8,07;38,09;46,16
DNK;2004;9,52;30,9;40,42
DNK;2005;9,8;26,43;36,23
DNK;2006;9,2;36,41;45,61
DNK;2007;10,3;29,01;39,31
DNK;2008;10,1;26,52;36,62
DNK;2009;10,06;26,32;36,38
DNK;2010;12,43;26,44;38,87
DNK;2011;14,17;21,05;35,22
DNK;2012;14,84;15,86;30,7
DNK;2013;15,96;18,78;34,74
DNK;2014;17,99;14,2;32,19
DNK;2015;18,93;10;28,93
DNK;2016;18,39;12,16;30,55
DNK;2017;21,8;9,23;31,03
DNK;2018;20,75;9,61;30,36
DNK;2019;23,07;6,44;29,51
DNK;2020;23,45;5,28;28,73
DNK;2021;26,1;6,96;33,06
DNK;2022;28,9;5,52;34,42
DJI;2000;0;0,18;0,18
DJI;2001;0;0,18;0,18
DJI;2002;0;0,19;0,19
DJI;2003;0;0,19;0,19
DJI;2004;0;0,2;0,2
DJI;2005;0;0,24;0,24
DJI;2006;0;0,26;0,26
DJI;2007;0;0,3;0,3
DJI;2008;0;0,32;0,32
DJI;2009;0;0,33;0,33
DJI;2010;0;0,36;0,36
DJI;2011;0;0,36;0,36
DJI;2012;0;0,37;0,37
DJI;2013;0;0,41;0,41
DJI;2014;0;0,09;0,09
DJI;2015;0;0,17;0,17
DJI;2016;0;0,08;0,08
DJI;2017;0;0,06;0,06
DJI;2018;0;0,05;0,05
DJI;2019;0;0,06;0,06
DJI;2020;0;0,05;0,05
DJI;2021;0;0,06;0,06
DMA;2000;0,03;0,04;0,07
DMA;2001;0,03;0,05;0,08
DMA;2002;0,03;0,04;0,07
DMA;2003;0,03;0,05;0,08
DMA;2004;0,03;0,04;0,07
DMA;2005;0,03;0,05;0,08
DMA;2006;0,03;0,05;0,08
DMA;2007;0,02;0,06;0,08
DMA;2008;0,02;0,06;0,08
DMA;2009;0,02;0,06;0,08
DMA;2010;0,02;0,07;0,09
DMA;2011;0,04;0,06;0,1
DMA;2012;0,03;0,07;0,1
DMA;2013;0,04;0,06;0,1
DMA;2014;0,03;0,07;0,1
DMA;2015;0,02;0,08;0,1
DMA;2016;0,04;0,07;0,11
DMA;2017;0,03;0,05;0,08
DMA;2018;0,02;0,04;0,06
DMA;2019;0,02;0,07;0,09
DMA;2020;0,04;0,12;0,16
DMA;2021;0,04;0,13;0,17
DOM;2000;0,76;7,35;8,11
DOM;2001;0,71;9,06;9,77
DOM;2002;0,88;10,98;11,86
DOM;2003;1,2;11,37;12,57
DOM;2004;1,61;9,57;11,18
DOM;2005;1,92;10,13;12,05
DOM;2006;1,76;11,34;13,1
DOM;2007;1,71;11,97;13,68
DOM;2008;1,39;10,33;11,72
DOM;2009;1,47;10,12;11,59
DOM;2010;1,56;12,42;13,98
DOM;2011;1,68;13,25;14,93
DOM;2012;2,02;13,78;15,8
DOM;2013;2,28;14,44;16,72
DOM;2014;1,73;14,56;16,29
DOM;2015;1,42;15,49;16,91
DOM;2016;2,39;16,28;18,67
DOM;2017;3,1;15,91;19,01
DOM;2018;2,91;16,72;19,63
DOM;2019;2,47;16,8;19,27
DOM;2020;2,94;13,7;16,64
DOM;2021;3,02;14,56;17,58
ECU;1985;3,279;;4,558
ECU;1986;4,012;;5,012
ECU;1987;4,57;;5,384
ECU;1988;4,826;;5,641
ECU;1989;4,954;;5,769
ECU;1990;4,9866877;;6,3488545
ECU;1991;5,075921;;6,974456
ECU;1992;4,973581;;7,1960273
ECU;1993;5,8101373;;7,411305
ECU;1994;6,5652776;;8,143997
ECU;1995;5,160551;;8,4285965
ECU;1996;6,3434153;;9,6792
ECU;1997;6,5341773;;10,36175
ECU;1998;6,5060954;;10,890352
ECU;1999;7,176726;;10,308119
ECU;2000;7,53;2,82;10,35
ECU;2001;7;3,74;10,74
ECU;2002;7,45;4,1;11,55
ECU;2003;7,11;4,1;11,21
ECU;2004;7,71;5,37;13,08
ECU;2005;7,42;4,74;12,16
ECU;2006;7,89;5,63;13,52
ECU;2007;9,93;6,65;16,58
ECU;2008;12,42;5,84;18,26
ECU;2009;10,67;7,25;17,92
ECU;2010;10,27;8,52;18,79
ECU;2011;12,51;7,37;19,88
ECU;2012;13,8;8,31;22,11
ECU;2013;12,91;9,53;22,44
ECU;2014;13,78;9,67;23,45
ECU;2015;15,44;9,65;25,09
ECU;2016;18,03;9,11;27,14
ECU;2017;21,58;6,25;27,83
ECU;2018;22,3;6,73;29,03
ECU;2019;26,31;5,99;32,3
ECU;2020;25,83;5,46;31,29
ECU;2021;27,02;5,32;32,34
EGY;1985;9,148;21,1055;30,2535
EGY;1986;8,972;23,488998;32,461
